# Time (seconds) Throughput (Gbits/sec)
1.0 1.03
2.0 1.23
3.0 0.986
4.0 1.22
5.0 1.26
6.0 1.26
7.0 1.29
8.0 1.24
9.0 1.22
10.0 1.31
10.007 1.21
