# Time (seconds) Throughput (Gbits/sec)
1.0 20.8
2.0 17.1
3.0 18.3
4.0 29.8
5.0 27.7
6.0 28.8
7.0 29.2
8.0 30.8
9.0 19.0
10.0 8.94
10.0202 23.0
